사용일자,노선명,역명,승차총승객수,하차총승객수,등록일자
20211114,중앙선,지평,52,52,20211117
20211114,중앙선,용문,2276,2276,20211117
20211114,중앙선,원덕,389,389,20211117
20211114,중앙선,양평,2330,2330,20211117
20211114,중앙선,오빈,258,258,20211117
20211114,중앙선,아신,735,735,20211117
20211114,중앙선,국수,593,593,20211117
20211114,중앙선,신원,260,260,20211117
20211114,중앙선,양수,1781,1781,20211117
20211114,중앙선,운길산,1117,1117,20211117
20211114,중앙선,팔당,1286,1286,20211117
20211114,중앙선,도심,1244,1244,20211117
20211114,중앙선,덕소,3430,3430,20211117
20211114,중앙선,양정,514,514,20211117
20211114,중앙선,도농,5222,5222,20211117
20211114,중앙선,구리,7608,7608,20211117
20211114,중앙선,양원,932,932,20211117
20211114,중앙선,망우,4902,4902,20211117
20211114,중앙선,상봉(시외버스터미널),4131,4131,20211117
20211114,중앙선,중랑,3465,3465,20211117
20211114,중앙선,회기,15889,15889,20211117
20211114,장항선,배방,897,897,20211117
20211114,장항선,탕정,366,366,20211117
20211114,장항선,아산,3879,3879,20211117
20211114,장항선,쌍용(나사렛대),1389,1389,20211117
20211114,장항선,봉명,628,628,20211117
20211114,일산선,대화,6603,6603,20211117
20211114,일산선,주엽,4403,4403,20211117
20211114,일산선,정발산,5069,5069,20211117
20211114,일산선,마두,3487,3487,20211117
20211114,일산선,백석,5579,5579,20211117
20211114,일산선,대곡,1231,1231,20211117
20211114,일산선,화정,9367,9367,20211117
20211114,일산선,원당,6339,6339,20211117
20211114,일산선,삼송,10652,10652,20211117
20211114,일산선,지축,1,1,20211117
20211114,일산선,원흥,5470,5470,20211117
20211114,우이신설선,신설동,1154,1154,20211117
20211114,우이신설선,보문,872,872,20211117
20211114,우이신설선,성신여대입구(돈암),2317,2317,20211117
20211114,우이신설선,정릉,2735,2735,20211117
20211114,우이신설선,북한산보국문,3772,3772,20211117
20211114,우이신설선,솔샘,2843,2843,20211117
20211114,우이신설선,삼양사거리,1525,1525,20211117
20211114,우이신설선,삼양,1131,1131,20211117
20211114,우이신설선,화계,2110,2110,20211117
20211114,우이신설선,가오리,2325,2325,20211117
20211114,우이신설선,4.19민주묘지,1833,1833,20211117
20211114,우이신설선,솔밭공원,1374,1374,20211117
20211114,우이신설선,북한산우이,3370,3370,20211117
20211114,안산선,수리산,2081,2081,20211117
20211114,안산선,오이도,6142,6142,20211117
20211114,안산선,정왕,5509,5509,20211117
20211114,안산선,신길온천,1190,1190,20211117
20211114,안산선,안산,10046,10046,20211117
20211114,안산선,초지,2503,2503,20211117
20211114,안산선,고잔,4936,4936,20211117
20211114,안산선,중앙,11823,11823,20211117
20211114,안산선,한대앞,5576,5576,20211117
20211114,안산선,상록수,9396,9396,20211117
20211114,안산선,반월,2599,2599,20211117
20211114,안산선,대야미,3056,3056,20211117
20211114,안산선,산본,8837,8837,20211117
20211114,수인선,인천,1123,1123,20211117
20211114,수인선,신포,1124,1124,20211117
20211114,수인선,숭의,2083,2083,20211117
20211114,수인선,인하대,3368,3368,20211117
20211114,수인선,송도,1581,1581,20211117
20211114,수인선,연수,3171,3171,20211117
20211114,수인선,원인재,2876,2876,20211117
20211114,수인선,남동인더스파크,554,554,20211117
20211114,수인선,호구포,2063,2063,20211117
20211114,수인선,인천논현,2757,2757,20211117
20211114,수인선,소래포구,5742,5742,20211117
20211114,수인선,월곶,1608,1608,20211117
20211114,수인선,달월,43,43,20211117
20211114,수인선,사리,2704,2704,20211117
20211114,수인선,야목,222,222,20211117
20211114,수인선,어천,577,577,20211117
20211114,수인선,오목천,1531,1531,20211117
20211114,수인선,고색,1719,1719,20211117
20211114,분당선,매교,1390,1390,20211117
20211114,분당선,수원시청,7997,7997,20211117
20211114,분당선,매탄권선,2499,2499,20211117
20211114,분당선,망포,6340,6340,20211117
20211114,분당선,영통,4746,4746,20211117
20211114,분당선,청명,2089,2089,20211117
20211114,분당선,상갈,3014,3014,20211117
20211114,분당선,기흥,5037,5037,20211117
20211114,분당선,신갈,1966,1966,20211117
20211114,분당선,구성,2574,2574,20211117
20211114,분당선,죽전,7987,7987,20211117
20211114,분당선,보정,1104,1104,20211117
20211114,분당선,이매,3282,3282,20211117
20211114,분당선,오리,5813,5813,20211117
20211114,분당선,미금,7280,7280,20211117
20211114,분당선,정자,7339,7339,20211117
20211114,분당선,수내,5844,5844,20211117
20211114,분당선,서현,14034,14034,20211117
20211114,분당선,야탑,14080,14080,20211117
20211114,분당선,모란,18222,18222,20211117
20211114,분당선,태평,8325,8325,20211117
20211114,분당선,가천대,4329,4329,20211117
20211114,분당선,선정릉,2119,2119,20211117
20211114,분당선,강남구청,3490,3490,20211117
20211114,분당선,압구정로데오,10521,10521,20211117
20211114,분당선,서울숲,7182,7182,20211117
20211114,분당선,수원,6121,6121,20211117
20211114,분당선,수서,8774,8774,20211117
20211114,분당선,대모산입구,2200,2200,20211117
20211114,분당선,개포동,1819,1819,20211117
20211114,분당선,구룡,787,787,20211117
20211114,분당선,도곡,2735,2735,20211117
20211114,분당선,한티,7315,7315,20211117
20211114,분당선,선릉,2705,2705,20211117
20211114,과천선,범계,14980,14980,20211117
20211114,과천선,평촌,6697,6697,20211117
20211114,과천선,인덕원,11996,11996,20211117
20211114,과천선,정부과천청사,4614,4614,20211117
20211114,과천선,과천,3349,3349,20211117
20211114,과천선,대공원,5744,5744,20211117
20211114,과천선,경마공원,6103,6103,20211117
20211114,과천선,선바위,4058,4058,20211117
20211114,공항철도 1호선,영종,2369,2369,20211117
20211114,공항철도 1호선,인천공항2터미널,1813,1813,20211117
20211114,공항철도 1호선,인천공항1터미널,3650,3650,20211117
20211114,공항철도 1호선,공항화물청사,947,947,20211117
20211114,공항철도 1호선,운서,4896,4896,20211117
20211114,공항철도 1호선,청라국제도시,3297,3297,20211117
20211114,공항철도 1호선,검암,3684,3684,20211117
20211114,공항철도 1호선,계양,5265,5265,20211117
20211114,공항철도 1호선,김포공항,11641,11641,20211117
20211114,공항철도 1호선,마곡나루(서울식물원),2353,2353,20211117
20211114,공항철도 1호선,디지털미디어시티,3958,3958,20211117
20211114,공항철도 1호선,홍대입구,9775,9775,20211117
20211114,공항철도 1호선,공덕,1265,1265,20211117
20211114,공항철도 1호선,서울역,8301,8301,20211117
20211114,경춘선,춘천,1741,1741,20211117
20211114,경춘선,남춘천,2598,2598,20211117
20211114,경춘선,김유정,501,501,20211117
20211114,경춘선,강촌,837,837,20211117
20211114,경춘선,백양리,96,96,20211117
20211114,경춘선,굴봉산,177,177,20211117
20211114,경춘선,가평,2464,2464,20211117
20211114,경춘선,상천,364,364,20211117
20211114,경춘선,청평,1637,1637,20211117
20211114,경춘선,대성리,964,964,20211117
20211114,경춘선,마석,2462,2462,20211117
20211114,경춘선,천마산,1091,1091,20211117
20211114,경춘선,평내호평,3453,3453,20211117
20211114,경춘선,금곡,903,903,20211117
20211114,경춘선,사릉,1743,1743,20211117
20211114,경춘선,퇴계원,2057,2057,20211117
20211114,경춘선,별내,1964,1964,20211117
20211114,경춘선,갈매,1557,1557,20211117
20211114,경춘선,신내,925,925,20211117
20211114,경인선,도화,2397,2397,20211117
20211114,경인선,중동,4875,4875,20211117
20211114,경인선,온수(성공회대입구),3790,3790,20211117
20211114,경인선,도원,1652,1652,20211117
20211114,경인선,간석,3158,3158,20211117
20211114,경인선,부개,4748,4748,20211117
20211114,경인선,소사,5924,5924,20211117
20211114,경인선,구일,9155,9155,20211117
20211114,경인선,인천,4156,4156,20211117
20211114,경인선,동인천,9762,9762,20211117
20211114,경인선,제물포,5561,5561,20211117
20211114,경인선,주안,11979,11979,20211117
20211114,경인선,동암,9570,9570,20211117
20211114,경인선,백운,3960,3960,20211117
20211114,경인선,부평,22825,22825,20211117
20211114,경인선,송내,13380,13380,20211117
20211114,경인선,부천,21351,21351,20211117
20211114,경인선,역곡,14767,14767,20211117
20211114,경인선,오류동,7197,7197,20211117
20211114,경인선,개봉,12322,12322,20211117
20211114,경의선,임진강,43,43,20211117
20211114,경의선,문산,3931,3931,20211117
20211114,경의선,파주,649,649,20211117
20211114,경의선,월롱,954,954,20211117
20211114,경의선,금촌,4177,4177,20211117
20211114,경의선,금릉,2844,2844,20211117
20211114,경의선,운정,3882,3882,20211117
20211114,경의선,야당,4404,4404,20211117
20211114,경의선,탄현,4073,4073,20211117
20211114,경의선,일산,4750,4750,20211117
20211114,경의선,풍산,3597,3597,20211117
20211114,경의선,백마,3359,3359,20211117
20211114,경의선,곡산,345,345,20211117
20211114,경의선,능곡,2217,2217,20211117
20211114,경의선,행신,4509,4509,20211117
20211114,경의선,강매,1509,1509,20211117
20211114,경의선,화전,872,872,20211117
20211114,경의선,수색,905,905,20211117
20211114,경의선,디지털미디어시티,1349,1349,20211117
20211114,경의선,가좌,2828,2828,20211117
20211114,경의선,홍대입구,1587,1587,20211117
20211114,경의선,서강대,1256,1256,20211117
20211114,경의선,공덕,1920,1920,20211117
20211114,경의선,효창공원앞,1331,1331,20211117
20211114,경의선,신촌,255,255,20211117
20211114,경의선,서울역,1236,1236,20211117
20211114,경원선,소요산,4668,4668,20211117
20211114,경원선,동두천,1372,1372,20211117
20211114,경원선,보산,1299,1299,20211117
20211114,경원선,동두천중앙,2108,2108,20211117
20211114,경원선,지행,4430,4430,20211117
20211114,경원선,덕정,3396,3396,20211117
20211114,경원선,덕계,1820,1820,20211117
20211114,경원선,양주,5258,5258,20211117
20211114,경원선,녹양,2687,2687,20211117
20211114,경원선,가능,3922,3922,20211117
20211114,경원선,의정부,14086,14086,20211117
20211114,경원선,회룡,7551,7551,20211117
20211114,경원선,망월사,4971,4971,20211117
20211114,경원선,도봉산,9406,9406,20211117
20211114,경원선,도봉,3597,3597,20211117
20211114,경원선,방학,5926,5926,20211117
20211114,경원선,녹천,2616,2616,20211117
20211114,경원선,월계,3921,3921,20211117
20211114,경원선,광운대,4359,4359,20211117
20211114,경원선,석계,5166,5166,20211117
20211114,경원선,신이문,4756,4756,20211117
20211114,경원선,외대앞,5267,5267,20211117
20211114,경원선,청량리(서울시립대입구),14080,14080,20211117
20211114,경원선,왕십리(성동구청),9556,9556,20211117
20211114,경원선,응봉,1094,1094,20211117
20211114,경원선,옥수,66,66,20211117
20211114,경원선,한남,1908,1908,20211117
20211114,경원선,서빙고,1380,1380,20211117
20211114,경원선,이촌(국립중앙박물관),2150,2150,20211117
20211114,경부선,광명,3021,3021,20211117
20211114,경부선,서동탄,815,815,20211117
20211114,경부선,당정,3079,3079,20211117
20211114,경부선,천안,6729,6729,20211117
20211114,경부선,두정,4432,4432,20211117
20211114,경부선,직산,631,631,20211117
20211114,경부선,성환,2658,2658,20211117
20211114,경부선,평택,11947,11947,20211117
20211114,경부선,평택지제,2523,2523,20211117
20211114,경부선,서정리,4554,4554,20211117
20211114,경부선,송탄,3702,3702,20211117
20211114,경부선,진위,919,919,20211117
20211114,경부선,오산,7906,7906,20211117
20211114,경부선,오산대,2246,2246,20211117
20211114,경부선,세마,1757,1757,20211117
20211114,경부선,병점,9767,9767,20211117
20211114,경부선,세류,2207,2207,20211117
20211114,경부선,독산,6407,6407,20211117
20211114,경부선,수원,35147,35147,20211117
20211114,경부선,화서,4513,4513,20211117
20211114,경부선,성균관대,8070,8070,20211117
20211114,경부선,의왕,4376,4376,20211117
20211114,경부선,군포,3171,3171,20211117
20211114,경부선,금정,14311,14311,20211117
20211114,경부선,명학,3840,3840,20211117
20211114,경부선,안양,13961,13961,20211117
20211114,경부선,관악,4974,4974,20211117
20211114,경부선,석수,5356,5356,20211117
20211114,경부선,금천구청,6666,6666,20211117
20211114,경부선,가산디지털단지,5186,5186,20211117
20211114,경부선,구로,11022,11022,20211117
20211114,경부선,신길,4877,4877,20211117
20211114,경부선,신도림,2476,2476,20211117
20211114,경부선,영등포,33051,33051,20211117
20211114,경부선,대방,5999,5999,20211117
20211114,경부선,노량진,6387,6387,20211117
20211114,경부선,용산,34358,34358,20211117
20211114,경부선,남영,4656,4656,20211117
20211114,경부선,서울역,8087,8087,20211117
20211114,경강선,여주,2259,2259,20211117
20211114,경강선,세종대왕릉,345,345,20211117
20211114,경강선,부발,1412,1412,20211117
20211114,경강선,이천,2251,2251,20211117
20211114,경강선,신둔도예촌,1021,1021,20211117
20211114,경강선,곤지암,1855,1855,20211117
20211114,경강선,초월,1736,1736,20211117
20211114,경강선,경기광주,3810,3810,20211117
20211114,경강선,삼동,1090,1090,20211117
20211114,경강선,이매,672,672,20211117
20211114,경강선,판교,2472,2472,20211117
20211114,9호선2~3단계,중앙보훈병원,3347,3347,20211117
20211114,9호선2~3단계,둔촌오륜,457,457,20211117
20211114,9호선2~3단계,올림픽공원(한국체대),4887,4887,20211117
20211114,9호선2~3단계,한성백제,1576,1576,20211117
20211114,9호선2~3단계,송파나루,2948,2948,20211117
20211114,9호선2~3단계,석촌,4680,4680,20211117
20211114,9호선2~3단계,석촌고분,3072,3072,20211117
20211114,9호선2~3단계,종합운동장,2161,2161,20211117
20211115,경의선,수색,2947,2947,20211118
20211115,2호선,강남,81191,81191,20211118
20211115,2호선,교대(법원.검찰청),33758,33758,20211118
20211115,2호선,서초,21768,21768,20211118
20211115,2호선,방배,17303,17303,20211118
20211115,2호선,사당,35521,35521,20211118
20211115,2호선,낙성대(강감찬),26406,26406,20211118
20211115,2호선,서울대입구(관악구청),46356,46356,20211118
20211115,2호선,봉천,23842,23842,20211118
20211115,2호선,신림,60992,60992,20211118
20211115,2호선,신대방,25972,25972,20211118
20211115,2호선,구로디지털단지,61023,61023,20211118
20211115,2호선,대림(구로구청),24311,24311,20211118
20211115,2호선,신도림,45741,45741,20211118
20211115,2호선,문래,21524,21524,20211118
20211115,2호선,영등포구청,22935,22935,20211118
20211115,2호선,당산,18325,18325,20211118
20211115,2호선,합정,28818,28818,20211118
20211115,2호선,홍대입구,47250,47250,20211118
20211115,2호선,신촌,29109,29109,20211118
20211115,2호선,이대,13092,13092,20211118
20211115,2호선,아현,10165,10165,20211118
20211115,2호선,충정로(경기대입구),9814,9814,20211118
20211115,2호선,용답,2765,2765,20211118
20211115,2호선,신답,1672,1672,20211118
20211115,2호선,신설동,3113,3113,20211118
20211115,2호선,도림천,1332,1332,20211118
20211115,2호선,양천구청,6869,6869,20211118
20211115,2호선,신정네거리,10461,10461,20211118
20211115,2호선,용두(동대문구청),2369,2369,20211118
20211115,3호선,지축,4657,4657,20211118
20211115,3호선,구파발,20798,20798,20211118
20211115,3호선,연신내,36074,36074,20211118
20211115,3호선,불광,16434,16434,20211118
20211115,3호선,녹번,15344,15344,20211118
20211115,3호선,홍제,17296,17296,20211118
20211115,3호선,무악재,3971,3971,20211118
20211115,3호선,독립문,6783,6783,20211118
20211115,3호선,경복궁(정부서울청사),21295,21295,20211118
20211115,3호선,안국,19894,19894,20211118
20211115,3호선,종로3가,10142,10142,20211118
20211115,3호선,을지로3가,10623,10623,20211118
20211115,3호선,충무로,1,1,20211118
20211115,3호선,동대입구,7769,7769,20211118
20211115,3호선,약수,12347,12347,20211118
20211115,3호선,금호,7833,7833,20211118
20211115,3호선,옥수,8768,8768,20211118
20211115,3호선,압구정,30899,30899,20211118
20211115,3호선,신사,29022,29022,20211118
20211115,3호선,잠원,4931,4931,20211118
20211115,3호선,고속터미널,34148,34148,20211118
20211115,3호선,교대(법원.검찰청),14271,14271,20211118
20211115,3호선,남부터미널(예술의전당),28576,28576,20211118
20211115,3호선,양재(서초구청),38634,38634,20211118
20211115,3호선,매봉,12547,12547,20211118
20211115,3호선,도곡,5536,5536,20211118
20211115,3호선,대치,10442,10442,20211118
20211115,3호선,학여울,1714,1714,20211118
20211115,3호선,대청,9890,9890,20211118
20211115,3호선,일원,9862,9862,20211118
20211115,3호선,수서,16812,16812,20211118
20211115,3호선,가락시장,8962,8962,20211118
20211115,3호선,경찰병원,7587,7587,20211118
20211115,3호선,오금,6267,6267,20211118
20211115,4호선,수유(강북구청),33178,33178,20211118
20211115,4호선,미아(서울사이버대학),14489,14489,20211118
20211115,4호선,미아사거리,26739,26739,20211118
20211115,4호선,길음,19757,19757,20211118
20211115,4호선,성신여대입구(돈암),19147,19147,20211118
20211115,4호선,한성대입구(삼선교),13052,13052,20211118
20211115,4호선,혜화,28616,28616,20211118
20211115,4호선,동대문,20054,20054,20211118
20211115,4호선,동대문역사문화공원(DDP),13985,13985,20211118
20211115,4호선,충무로,25911,25911,20211118
20211115,4호선,명동,18296,18296,20211118
20211115,4호선,회현(남대문시장),23846,23846,20211118
20211115,4호선,서울역,11124,11124,20211118
20211115,4호선,숙대입구(갈월),12659,12659,20211118
20211115,4호선,삼각지,4961,4961,20211118
20211115,4호선,신용산,16538,16538,20211118
20211115,4호선,이촌(국립중앙박물관),6906,6906,20211118
20211115,4호선,동작(현충원),1890,1890,20211118
20211115,4호선,총신대입구(이수),18252,18252,20211118
20211115,4호선,사당,24194,24194,20211118
20211115,4호선,남태령,1212,1212,20211118
20211115,4호선,당고개,12859,12859,20211118
20211115,4호선,상계,18764,18764,20211118
20211115,4호선,노원,18091,18091,20211118
20211115,4호선,창동,25039,25039,20211118
20211115,4호선,쌍문,28950,28950,20211118
20211115,5호선,방화,6726,6726,20211118
20211115,5호선,개화산,5531,5531,20211118
20211115,5호선,김포공항,7245,7245,20211118
20211115,5호선,송정,6568,6568,20211118
20211115,5호선,마곡,10798,10798,20211118
20211115,5호선,발산,19955,19955,20211118
20211115,5호선,우장산,14309,14309,20211118
20211115,5호선,화곡,28107,28107,20211118
20211115,5호선,까치산,28620,28620,20211118
20211115,5호선,신정(은행정),13696,13696,20211118
20211115,5호선,목동,16499,16499,20211118
20211115,5호선,오목교(목동운동장앞),20280,20280,20211118
20211115,5호선,양평,7528,7528,20211118
20211115,5호선,영등포구청,3964,3964,20211118
20211115,5호선,영등포시장,9662,9662,20211118
20211115,5호선,신길,4160,4160,20211118
20211115,5호선,여의도,27447,27447,20211118
20211115,5호선,여의나루,8473,8473,20211118
20211115,5호선,마포,14232,14232,20211118
20211115,5호선,공덕,13850,13850,20211118
20211115,5호선,애오개,6576,6576,20211118
20211115,5호선,충정로(경기대입구),5013,5013,20211118
20211115,5호선,서대문,19171,19171,20211118
20211115,5호선,광화문(세종문화회관),30189,30189,20211118
20211115,5호선,종로3가,11756,11756,20211118
20211115,5호선,을지로4가,6227,6227,20211118
20211115,5호선,동대문역사문화공원(DDP),3024,3024,20211118
20211115,5호선,청구,3972,3972,20211118
20211115,5호선,신금호,6275,6275,20211118
20211115,5호선,행당,8099,8099,20211118
20211115,5호선,왕십리(성동구청),4478,4478,20211118
20211115,5호선,마장,5579,5579,20211118
20211115,5호선,답십리,15759,15759,20211118
20211115,5호선,장한평,18751,18751,20211118
20211115,5호선,군자(능동),10856,10856,20211118
20211115,5호선,아차산(어린이대공원후문),13844,13844,20211118
20211115,5호선,광나루(장신대),12793,12793,20211118
20211115,5호선,천호(풍납토성),15944,15944,20211118
20211115,5호선,강동,18480,18480,20211118
20211115,5호선,길동,7995,7995,20211118
20211115,5호선,굽은다리(강동구민회관앞),9398,9398,20211118
20211115,5호선,명일,8624,8624,20211118
20211115,5호선,고덕,9292,9292,20211118
20211115,5호선,상일동,15866,15866,20211118
20211115,5호선,둔촌동,8444,8444,20211118
20211115,5호선,올림픽공원(한국체대),4225,4225,20211118
20211115,5호선,방이,6903,6903,20211118
20211115,5호선,오금,3742,3742,20211118
20211115,5호선,개롱,6436,6436,20211118
20211115,5호선,거여,9059,9059,20211118
20211115,5호선,마천,6788,6788,20211118
20211115,5호선,강일,3877,3877,20211118
20211115,5호선,미사,15814,15814,20211118
20211115,5호선,하남풍산,4218,4218,20211118
20211115,5호선,하남시청(덕풍·신장),6027,6027,20211118
20211115,5호선,하남검단산,5105,5105,20211118
20211115,6호선,응암,17666,17666,20211118
20211115,6호선,역촌,3789,3789,20211118
20211115,6호선,불광,4109,4109,20211118
20211115,6호선,독바위,2679,2679,20211118
20211115,6호선,연신내,4,4,20211118
20211115,6호선,구산,7583,7583,20211118
20211115,6호선,새절(신사),12785,12785,20211118
20211115,6호선,증산(명지대앞),10123,10123,20211118
20211115,6호선,디지털미디어시티,14120,14120,20211118
20211115,6호선,월드컵경기장(성산),4034,4034,20211118
20211115,6호선,마포구청,14258,14258,20211118
20211115,6호선,망원,13034,13034,20211118
20211115,6호선,합정,12002,12002,20211118
20211115,6호선,상수,7349,7349,20211118
20211115,6호선,광흥창(서강),8864,8864,20211118
20211115,6호선,대흥(서강대앞),7702,7702,20211118
20211115,6호선,공덕,18426,18426,20211118
20211115,6호선,효창공원앞,6813,6813,20211118
20211115,6호선,삼각지,5785,5785,20211118
20211115,6호선,녹사평(용산구청),4367,4367,20211118
20211115,6호선,이태원,8975,8975,20211118
20211115,6호선,한강진,6556,6556,20211118
20211115,6호선,버티고개,1883,1883,20211118
20211115,6호선,약수,3763,3763,20211118
20211115,6호선,청구,3737,3737,20211118
20211115,6호선,신당,7475,7475,20211118
20211115,6호선,동묘앞,7591,7591,20211118
20211115,6호선,창신,3454,3454,20211118
20211115,6호선,보문,7046,7046,20211118
20211115,6호선,안암(고대병원앞),10578,10578,20211118
20211115,6호선,고려대(종암),7847,7847,20211118
20211115,6호선,월곡(동덕여대),11818,11818,20211118
20211115,6호선,상월곡(한국과학기술연구원),6257,6257,20211118
20211115,6호선,돌곶이,10198,10198,20211118
20211115,6호선,석계,12185,12185,20211118
20211115,6호선,태릉입구,5362,5362,20211118
20211115,6호선,화랑대(서울여대입구),11711,11711,20211118
20211115,6호선,봉화산(서울의료원),9043,9043,20211118
20211115,7호선,장암,2342,2342,20211118
20211115,7호선,도봉산,9566,9566,20211118
20211115,7호선,수락산,12556,12556,20211118
20211115,7호선,마들,12844,12844,20211118
20211115,7호선,노원,18927,18927,20211118
20211115,7호선,중계,14462,14462,20211118
20211115,7호선,하계,17224,17224,20211118
20211115,7호선,공릉(서울과학기술대),11488,11488,20211118
20211115,7호선,태릉입구,8242,8242,20211118
20211115,7호선,먹골,9982,9982,20211118
20211115,7호선,중화,10881,10881,20211118
20211115,7호선,상봉(시외버스터미널),16783,16783,20211118
20211115,7호선,면목,16396,16396,20211118
20211115,7호선,사가정,16312,16312,20211118
20211115,7호선,용마산(용마폭포공원),6184,6184,20211118
20211115,7호선,중곡,10264,10264,20211118
20211115,7호선,군자(능동),14662,14662,20211118
20211115,7호선,어린이대공원(세종대),12528,12528,20211118
20211115,7호선,건대입구,11791,11791,20211118
20211115,7호선,뚝섬유원지,7692,7692,20211118
20211115,7호선,청담,19445,19445,20211118
20211115,7호선,강남구청,16167,16167,20211118
20211115,7호선,학동,24528,24528,20211118
20211115,7호선,논현,20546,20546,20211118
20211115,7호선,반포,5810,5810,20211118
20211115,7호선,고속터미널,16083,16083,20211118
20211115,7호선,내방,14621,14621,20211118
20211115,7호선,이수,15445,15445,20211118
20211115,7호선,남성,10893,10893,20211118
20211115,7호선,숭실대입구(살피재),13118,13118,20211118
20211115,7호선,상도,10618,10618,20211118
20211115,7호선,장승배기,9431,9431,20211118
20211115,7호선,신대방삼거리,16495,16495,20211118
20211115,7호선,보라매,9780,9780,20211118
20211115,7호선,신풍,11746,11746,20211118
20211115,7호선,대림(구로구청),8159,8159,20211118
20211115,7호선,남구로,16296,16296,20211118
20211115,7호선,가산디지털단지,48094,48094,20211118
20211115,7호선,철산,21049,21049,20211118
20211115,7호선,광명사거리,22412,22412,20211118
20211115,7호선,천왕,11616,11616,20211118
20211115,7호선,온수(성공회대입구),10726,10726,20211118
20211115,7호선,까치울,7969,7969,20211118
20211115,7호선,부천종합운동장,4862,4862,20211118
20211115,7호선,춘의,10152,10152,20211118
20211115,7호선,신중동,14351,14351,20211118
20211115,7호선,부천시청,11912,11912,20211118
20211115,7호선,상동,13025,13025,20211118
20211115,7호선,삼산체육관,5432,5432,20211118
20211115,7호선,굴포천,9179,9179,20211118
20211115,7호선,부평구청,7562,7562,20211118
20211115,8호선,암사,18934,18934,20211118
20211115,8호선,천호(풍납토성),13942,13942,20211118
20211115,8호선,강동구청,10381,10381,20211118
20211115,8호선,몽촌토성(평화의문),6615,6615,20211118
20211115,8호선,잠실(송파구청),13259,13259,20211118
20211115,8호선,송파,7405,7405,20211118
20211115,8호선,가락시장,7690,7690,20211118
20211115,8호선,문정,22351,22351,20211118
20211115,8호선,장지,16469,16469,20211118
20211115,8호선,복정,11230,11230,20211118
20211115,8호선,산성,5738,5738,20211118
20211115,8호선,남한산성입구(성남법원.검찰청),13881,13881,20211118
20211115,8호선,단대오거리,10422,10422,20211118
20211115,8호선,신흥,4094,4094,20211118
20211115,8호선,수진,5155,5155,20211118
20211115,8호선,모란,4131,4131,20211118
20211115,9호선,개화,2775,2775,20211118
20211115,9호선,김포공항,7791,7791,20211118
20211115,9호선,공항시장,2921,2921,20211118
20211115,9호선,신방화,6814,6814,20211118
20211115,9호선,마곡나루(서울식물원),11549,11549,20211118
20211115,9호선,양천향교,9873,9873,20211118
20211115,9호선,가양,20570,20570,20211118
20211115,9호선,증미,7374,7374,20211118
20211115,9호선,등촌,11601,11601,20211118
20211115,9호선,염창,17517,17517,20211118
20211115,9호선,신목동,4123,4123,20211118
20211115,9호선,선유도,8558,8558,20211118
20211115,9호선,당산,17696,17696,20211118
20211115,9호선,국회의사당,16021,16021,20211118
20211115,9호선,여의도,26265,26265,20211118
20211115,9호선,샛강,5963,5963,20211118
20211115,9호선,노량진,26105,26105,20211118
20211115,9호선,노들,4406,4406,20211118
20211115,9호선,흑석(중앙대입구),7967,7967,20211118
20211115,9호선,동작(현충원),1854,1854,20211118
20211115,9호선,구반포,1869,1869,20211118
20211115,9호선,신반포,3255,3255,20211118
20211115,9호선,고속터미널,11646,11646,20211118
20211115,9호선,사평,3402,3402,20211118
20211115,9호선,신논현,30547,30547,20211118
20211115,9호선2~3단계,언주,10256,10256,20211118
20211115,9호선2~3단계,선정릉,9698,9698,20211118
20211115,9호선2~3단계,삼성중앙,6837,6837,20211118
20211115,9호선2~3단계,봉은사,14866,14866,20211118
20211115,9호선2~3단계,종합운동장,3996,3996,20211118
20211115,9호선2~3단계,삼전,6684,6684,20211118
20211115,9호선2~3단계,석촌고분,5908,5908,20211118
20211115,9호선2~3단계,석촌,8169,8169,20211118
20211115,9호선2~3단계,송파나루,4650,4650,20211118
20211115,9호선2~3단계,한성백제,2693,2693,20211118
20211115,9호선2~3단계,올림픽공원(한국체대),5964,5964,20211118
20211115,9호선2~3단계,둔촌오륜,1025,1025,20211118
20211115,9호선2~3단계,중앙보훈병원,10354,10354,20211118
20211115,경강선,판교,4168,4168,20211118
20211115,경강선,이매,1125,1125,20211118
20211115,경강선,삼동,2375,2375,20211118
20211115,경강선,경기광주,7396,7396,20211118
20211115,경강선,초월,3037,3037,20211118
20211115,경강선,곤지암,2351,2351,20211118
20211115,경강선,신둔도예촌,1535,1535,20211118
20211115,경강선,이천,2449,2449,20211118
20211115,경강선,부발,1913,1913,20211118
20211115,경강선,세종대왕릉,315,315,20211118
20211115,경강선,여주,2529,2529,20211118
20211115,경부선,서울역,6519,6519,20211118
20211115,경부선,남영,9117,9117,20211118
20211115,경부선,용산,33175,33175,20211118
20211115,경부선,노량진,8426,8426,20211118
20211115,경부선,대방,13061,13061,20211118
20211115,경부선,영등포,35568,35568,20211118
20211115,경부선,신도림,4271,4271,20211118
20211115,경부선,신길,9274,9274,20211118
20211115,경부선,구로,19212,19212,20211118
20211115,경부선,가산디지털단지,19170,19170,20211118
20211115,경부선,금천구청,11990,11990,20211118
20211115,경부선,석수,10004,10004,20211118
20211115,경부선,관악,7291,7291,20211118
20211115,경부선,안양,24304,24304,20211118
20211115,경부선,명학,9587,9587,20211118
20211115,경부선,금정,26788,26788,20211118
20211115,경부선,군포,7788,7788,20211118
